"ring","feather_type","sex","status","status_bin","status_known","sampling_location_general","sampling_location_specific","sampling_site_label","longitude_capture","latitude_capture","tag_id_adjusted","migratory_status_comment","n_assays","n_unique_samples","n_retained_assay_rows","n_model_contributing_rows","sample_ids_raw","sample_ids_base","normalised_d13c","normalised_d15n","normalised_d2h","cn_mass_ratio","amount_mg_mean","amount_mg_sd","source_measurement_ids","source_measurement_ids_model","source_phenotype_row_ids","adjudication_methods","has_pending_manual_qc","pending_manual_qc_reasons"
"CP19903","Breast","M","unknown","unknown",FALSE,"South Island, New Zealand","Cass River, Canterbury","Cass River",170.478219,-43.873307,,,2,2,2,2,"CP19903_2024-10-12_breast|CP19903_2024-10-12_breast feather","CP19903_2024-10-12_breast|CP19903_2024-10-12_breast feather",-23.8984685646501,12.1603423236515,-24.0447211648515,3.40523538885374,0.1635,0.0558614357137373,"live_measurement_0255|live_measurement_0256|live_measurement_0437","live_measurement_0255|live_measurement_0256|live_measurement_0437","live_pheno_125|live_pheno_143","single_raw",FALSE,
"CP19903","Primary","M","unknown","unknown",FALSE,"South Island, New Zealand","Cass River, Canterbury","Cass River",170.478219,-43.873307,,,2,2,2,2,"CP19903_2024-10-12_primary|CP19903_2024-10-12_primary feather","CP19903_2024-10-12_primary|CP19903_2024-10-12_primary feather",-23.7576795756581,8.92107059693603,-33.5746285832227,3.44769030846225,0.1815,0.037476659402887,"live_measurement_0257|live_measurement_0258|live_measurement_0438","live_measurement_0257|live_measurement_0258|live_measurement_0438","live_pheno_125|live_pheno_143","single_raw",FALSE,
"CP19907","Breast","F","resident","resident",TRUE,"South Island, New Zealand","Te Anau, Southland","Te Anau",167.746751,-45.414278,,"Resighting at Upukeroa River on Feb 18 (potential resident)",2,2,2,2,"CP19907_2024-10-14_breast|CP19907_2024-10-14_breast feather","CP19907_2024-10-14_breast|CP19907_2024-10-14_breast feather",-22.1134454329775,11.3039454995212,-14.3435048647567,3.41590074228331,0.193,0.0395979797464467,"live_measurement_0259|live_measurement_0260|live_measurement_0439","live_measurement_0259|live_measurement_0260|live_measurement_0439","live_pheno_084|live_pheno_106","single_raw",FALSE,
"CP19907","Primary","F","resident","resident",TRUE,"South Island, New Zealand","Te Anau, Southland","Te Anau",167.746751,-45.414278,,"Resighting at Upukeroa River on Feb 18 (potential resident)",2,2,2,2,"CP19907_2024-10-14_primary|CP19907_2024-10-14_primary feather","CP19907_2024-10-14_primary|CP19907_2024-10-14_primary feather",-24.0742353149746,8.62449152881804,-64.2934880222648,3.48893067345576,0.198,0.00424264068711929,"live_measurement_0261|live_measurement_0262|live_measurement_0440","live_measurement_0261|live_measurement_0262|live_measurement_0440","live_pheno_084|live_pheno_106","single_raw",FALSE,
"CP19908","Breast","F","resident","resident",TRUE,"South Island, New Zealand","Te Anau, Southland","Te Anau",167.745905,-45.414044,,"Resighting at Upukeroa River on Jul 25 (potential resident)",2,2,2,2,"CP19908_2024-10-14_breast|CP19908_2024-10-14_breast feather","CP19908_2024-10-14_breast|CP19908_2024-10-14_breast feather",-17.4723366032384,10.1721944967357,-10.3039561166372,3.39529674753353,0.1905,0.0459619407771256,"live_measurement_0263|live_measurement_0264|live_measurement_0441","live_measurement_0263|live_measurement_0264|live_measurement_0441","live_pheno_085|live_pheno_107","single_raw",FALSE,
"CP19908","Primary","F","resident","resident",TRUE,"South Island, New Zealand","Te Anau, Southland","Te Anau",167.745905,-45.414044,,"Resighting at Upukeroa River on Jul 25 (potential resident)",2,2,2,2,"CP19908_2024-10-14_primary|CP19908_2024-10-14_primary feather","CP19908_2024-10-14_primary|CP19908_2024-10-14_primary feather",-19.9847977461447,8.08425151611874,-10.5661802016251,3.35289229341751,0.231,0.0664680374315355,"live_measurement_0265|live_measurement_0266|live_measurement_0442","live_measurement_0265|live_measurement_0266|live_measurement_0442","live_pheno_085|live_pheno_107","single_raw",FALSE,
"CP19915","Breast","M","SI migrant","migrant",TRUE,"South Island, New Zealand","Tiwai Point, Canterbury","Tiwai Point",168.430146,-46.605879,"266406","PTT revealed that the bird left the breeding grounds at Tiwai Point but went to a from Ruapuke Island off shore for much of the winter",2,2,2,2,"CP19915_2024-10-16_breast|CP19915_2024-10-16_breast feather","CP19915_2024-10-16_breast|CP19915_2024-10-16_breast feather",-26.9150664294187,11.5217746568784,-12.6838579153021,4.44121896231716,0.214,0.00989949493661167,"live_measurement_0267|live_measurement_0268|live_measurement_0443","live_measurement_0267|live_measurement_0268|live_measurement_0443","live_pheno_058|live_pheno_068","single_raw",FALSE,
"CP19915","Primary","M","SI migrant","migrant",TRUE,"South Island, New Zealand","Tiwai Point, Canterbury","Tiwai Point",168.430146,-46.605879,"266406","PTT revealed that the bird left the breeding grounds at Tiwai Point but went to a from Ruapuke Island off shore for much of the winter",2,2,2,2,"CP19915_2024-10-16_primary|CP19915_2024-10-16_primary feather","CP19915_2024-10-16_primary|CP19915_2024-10-16_primary feather",-23.2582135681362,6.887070132575,-12.5326332611128,3.44447314343589,0.201,0.0183847763108502,"live_measurement_0269|live_measurement_0270|live_measurement_0444","live_measurement_0269|live_measurement_0270|live_measurement_0444","live_pheno_058|live_pheno_068","single_raw",FALSE,
"CP19921","Breast","F","resident","resident",TRUE,"South Island, New Zealand","Tiwai Point, Canterbury","Tiwai Point",168.431945,-46.606263,"266449","PTT revealed that the bird remained at the Awarua Bay / Tiwai Point the full year",2,2,2,2,"CP19921_2024-10-16_breast|CP19921_2024-10-16_breast feather","CP19921_2024-10-16_breast|CP19921_2024-10-16_breast feather",-23.3146109134045,8.23046560804341,-16.7283140923567,3.45776477141372,0.2145,0.00919238815542513,"live_measurement_0271|live_measurement_0272|live_measurement_0445","live_measurement_0271|live_measurement_0272|live_measurement_0445","live_pheno_086|live_pheno_108","single_raw",FALSE,
"CP19921","Primary","F","resident","resident",TRUE,"South Island, New Zealand","Tiwai Point, Canterbury","Tiwai Point",168.431945,-46.606263,"266449","PTT revealed that the bird remained at the Awarua Bay / Tiwai Point the full year",2,2,2,2,"CP19921_2024-10-16_primary|CP19921_2024-10-16_primary feather","CP19921_2024-10-16_primary|CP19921_2024-10-16_primary feather",-21.715084223013,7.0985497127354,-6.94799558396168,3.33094505048333,0.208,0.0325269119345812,"live_measurement_0273|live_measurement_0274|live_measurement_0446","live_measurement_0273|live_measurement_0274|live_measurement_0446","live_pheno_086|live_pheno_108","single_raw",FALSE,
"CP19922","Breast","M","resident","resident",TRUE,"South Island, New Zealand","Tiwai Point, Canterbury","Tiwai Point",168.431945,-46.606263,"266453","PTT revealed that the bird remained at the Awarua Bay / Tiwai Point the full year",2,2,2,2,"CP19922_2024-10-17_breast|CP19922_2024-10-17_breast feather","CP19922_2024-10-17_breast|CP19922_2024-10-17_breast feather",-24.0930877817319,5.26440831471433,-20.3315138841851,3.46676692818647,0.2065,0.00636396103067891,"live_measurement_0275|live_measurement_0276|live_measurement_0447","live_measurement_0275|live_measurement_0276|live_measurement_0447","live_pheno_087|live_pheno_109","single_raw",FALSE,
"CP19922","Primary","M","resident","resident",TRUE,"South Island, New Zealand","Tiwai Point, Canterbury","Tiwai Point",168.431945,-46.606263,"266453","PTT revealed that the bird remained at the Awarua Bay / Tiwai Point the full year",2,2,2,2,"CP19922_2024-10-17_primary|CP19922_2024-10-17_primary feather","CP19922_2024-10-17_primary|CP19922_2024-10-17_primary feather",-24.02618742586,5.90297598148739,-18.5113024440661,3.33853743377839,0.2045,0.0332340187157677,"live_measurement_0277|live_measurement_0278|live_measurement_0448","live_measurement_0277|live_measurement_0278|live_measurement_0448","live_pheno_087|live_pheno_109","single_raw",FALSE,
"CP19923","Breast","M","resident","resident",TRUE,"South Island, New Zealand","Tiwai Point, Canterbury","Tiwai Point",168.433515,-46.606197,"266417","PTT revealed that the bird remained at the Awarua Bay / Tiwai Point the full year",2,2,2,2,"CP19923_2024-10-17_breast|CP19923_2024-10-17_breast feather","CP19923_2024-10-17_breast|CP19923_2024-10-17_breast feather",-24.2471613285884,7.4476731567188,-10.1704348073123,3.48445336755024,0.1865,0.0289913780286484,"live_measurement_0279|live_measurement_0280|live_measurement_0449","live_measurement_0279|live_measurement_0280|live_measurement_0449","live_pheno_088|live_pheno_110","single_raw",FALSE,
"CP19923","Primary","M","resident","resident",TRUE,"South Island, New Zealand","Tiwai Point, Canterbury","Tiwai Point",168.433515,-46.606197,"266417","PTT revealed that the bird remained at the Awarua Bay / Tiwai Point the full year",2,2,2,2,"CP19923_2024-10-17_primary|CP19923_2024-10-17_primary feather","CP19923_2024-10-17_primary|CP19923_2024-10-17_primary feather",-22.9138281527006,7.99842071534426,-6.35742016915515,3.45122191232433,0.2385,0.0657609306503489,"live_measurement_0281|live_measurement_0282|live_measurement_0450","live_measurement_0281|live_measurement_0282|live_measurement_0450","live_pheno_088|live_pheno_110","single_raw",FALSE,
"CP19931","Breast","M","NI migrant","migrant",TRUE,"South Island, New Zealand","Napier, Hawkes Bay","Napier",176.919071981683,-39.5101300254464,,"Resighting at Manukapua Island, North Island on March 29",2,2,2,2,"CP19931_2024-12-05_breast|CP19931_2024-12-05_breast feather","CP19931_2024-12-05_breast|CP19931_2024-12-05_breast feather",-13.1476905276339,14.4329986737513,7.46516994720916,3.43788412551935,0.2,0.00707106781186546,"live_measurement_0283|live_measurement_0284|live_measurement_0451","live_measurement_0283|live_measurement_0284|live_measurement_0451","live_pheno_041|live_pheno_048","single_raw",FALSE,
"CP19931","Primary","M","NI migrant","migrant",TRUE,"South Island, New Zealand","Napier, Hawkes Bay","Napier",176.919071981683,-39.5101300254464,,"Resighting at Manukapua Island, North Island on March 29",2,2,2,2,"CP19931_2024-12-05_primary|CP19931_2024-12-05_primary feather","CP19931_2024-12-05_primary|CP19931_2024-12-05_primary feather",-22.6179192766812,10.077335282573,17.5069573341059,3.47401006292833,0.218,0.0197989898732233,"live_measurement_0285|live_measurement_0286|live_measurement_0452","live_measurement_0285|live_measurement_0286|live_measurement_0452","live_pheno_041|live_pheno_048","single_raw",FALSE,
"CP19938","Breast","M","unknown","unknown",FALSE,"South Island, New Zealand","Pisa Range, Otago","Pisa Range",169.187014997005,-44.8751709982753,,,1,1,1,1,"CP19938_2025-01-09_breast feather","CP19938_2025-01-09_breast feather",-16.0873451957295,10.0387460102139,,3.35057107766402,0.271,,"live_measurement_0287|live_measurement_0288","live_measurement_0287|live_measurement_0288","live_pheno_126|live_pheno_144","single_raw",FALSE,
"CP19939","Breast","F","unknown","unknown",FALSE,"South Island, New Zealand","Pisa Range, Otago","Pisa Range",169.187014997005,-44.8751709982753,,,2,2,2,2,"CP19939_2025-01-09_breast|CP19939_2025-01-09_breast feather","CP19939_2025-01-09_breast|CP19939_2025-01-09_breast feather",-13.6410050695591,8.85149045461899,-27.9638507922551,3.387116196135,0.2225,0.0714177848998413,"live_measurement_0289|live_measurement_0290|live_measurement_0453","live_measurement_0289|live_measurement_0290|live_measurement_0453","live_pheno_127|live_pheno_145","single_raw",FALSE,
"CP19939","Primary","F","unknown","unknown",FALSE,"South Island, New Zealand","Pisa Range, Otago","Pisa Range",169.187014997005,-44.8751709982753,,,2,2,2,2,"CP19939_2025-01-09_primary|CP19939_2025-01-09_primary feather","CP19939_2025-01-09_primary|CP19939_2025-01-09_primary feather",-22.6679074733096,6.38140440472391,-45.5717433959236,3.40762020154043,0.2285,0.0304055915910216,"live_measurement_0291|live_measurement_0292|live_measurement_0454","live_measurement_0291|live_measurement_0292|live_measurement_0454","live_pheno_127|live_pheno_145","single_raw",FALSE,
"CP19940","Breast","F","unknown","unknown",FALSE,"South Island, New Zealand","Pisa Range, Otago","Pisa Range",169.180542994291,-44.8818409815431,,,2,2,2,2,"CP19940_2025-01-09_breast|CP19940_2025-01-09_breast feather","CP19940_2025-01-09_breast|CP19940_2025-01-09_breast feather",-23.8758826530357,11.0042313733976,-3.40019559554703,3.31966718299926,0.214,0.0692964645562817,"live_measurement_0293|live_measurement_0294|live_measurement_0455","live_measurement_0293|live_measurement_0294|live_measurement_0455","live_pheno_128|live_pheno_146","single_raw",FALSE,
"CP19940","Primary","F","unknown","unknown",FALSE,"South Island, New Zealand","Pisa Range, Otago","Pisa Range",169.180542994291,-44.8818409815431,,,2,2,2,2,"CP19940_2025-01-09_primary|CP19940_2025-01-09_primary feather","CP19940_2025-01-09_primary|CP19940_2025-01-09_primary feather",-22.561504843906,6.74584200568185,-47.2775483443837,3.2854948848685,0.2245,0.0954594154601839,"live_measurement_0295|live_measurement_0296|live_measurement_0456","live_measurement_0295|live_measurement_0296|live_measurement_0456","live_pheno_128|live_pheno_146","single_raw",FALSE,
"CP19941","Breast","M","unknown","unknown",FALSE,"South Island, New Zealand","Pisa Range, Otago","Pisa Range",169.180542994291,-44.8818409815431,,,2,2,2,2,"CP19941_2025-01-09_breast|CP19941_2025-01-09_breast feather","CP19941_2025-01-09_breast|CP19941_2025-01-09_breast feather",-22.2553551589647,11.5910886370008,7.36923888109848,3.38425053020226,0.2655,0.0134350288425444,"live_measurement_0297|live_measurement_0298|live_measurement_0457","live_measurement_0297|live_measurement_0298|live_measurement_0457","live_pheno_129|live_pheno_147","single_raw",FALSE,
"CP19941","Primary","M","unknown","unknown",FALSE,"South Island, New Zealand","Pisa Range, Otago","Pisa Range",169.180542994291,-44.8818409815431,,,2,2,2,2,"CP19941_2025-01-09_primary|CP19941_2025-01-09_primary feather","CP19941_2025-01-09_primary|CP19941_2025-01-09_primary feather",-22.8625690922693,7.21022801655891,-35.0600283381296,3.46568767631065,0.207,0.0113137084989847,"live_measurement_0299|live_measurement_0300|live_measurement_0458","live_measurement_0299|live_measurement_0300|live_measurement_0458","live_pheno_129|live_pheno_147","single_raw",FALSE,
"CP19983","Breast","F","resident","resident",TRUE,"South Island, New Zealand","Te Anau, Southland","Te Anau",167.744617,-45.414383,,"Resighting at Upukeroa River on Feb 26 (potential resident)",2,2,2,2,"CP19983_2024-10-14_breast|CP19983_2024-10-14_breast feather","CP19983_2024-10-14_breast|CP19983_2024-10-14_breast feather",-19.0124766576055,12.5227059718829,-9.46882246704472,3.40002722133965,0.293,0.0876812408671319,"live_measurement_0301|live_measurement_0302|live_measurement_0459","live_measurement_0301|live_measurement_0302|live_measurement_0459","live_pheno_089|live_pheno_111","single_raw",FALSE,
"CP19983","Primary","F","resident","resident",TRUE,"South Island, New Zealand","Te Anau, Southland","Te Anau",167.744617,-45.414383,,"Resighting at Upukeroa River on Feb 26 (potential resident)",2,2,2,2,"CP19983_2024-10-14_pimary feather|CP19983_2024-10-14_primary","CP19983_2024-10-14_pimary feather|CP19983_2024-10-14_primary",-24.6408048694008,8.73732406776946,-31.1279954164657,3.46013659586787,0.199,0.0141421356237309,"live_measurement_0303|live_measurement_0304|live_measurement_0460","live_measurement_0303|live_measurement_0304|live_measurement_0460","live_pheno_089|live_pheno_111","single_raw",FALSE,
"CP19984","Breast","M","unknown","unknown",FALSE,"South Island, New Zealand","Te Anau, Southland","Te Anau",167.745905,-45.414044,,,2,2,2,2,"CP19984_2024-10-14_breast|CP19984_2024-10-14_breast feather","CP19984_2024-10-14_breast|CP19984_2024-10-14_breast feather",-24.660872320748,7.64021506366729,-39.7817734145241,3.4439054307907,0.1915,0.0304055915910215,"live_measurement_0305|live_measurement_0306|live_measurement_0461","live_measurement_0305|live_measurement_0306|live_measurement_0461","live_pheno_130|live_pheno_148","single_raw",FALSE,
"CP19984","Primary","M","unknown","unknown",FALSE,"South Island, New Zealand","Te Anau, Southland","Te Anau",167.745905,-45.414044,,,2,2,2,2,"CP19984_2024-10-14_primary|CP19984_2024-10-14_primary feather","CP19984_2024-10-14_primary|CP19984_2024-10-14_primary feather",-23.70763148564,8.11924139864621,-67.96798134299,3.54321626881052,0.1905,0.0275771644662753,"live_measurement_0307|live_measurement_0308|live_measurement_0462","live_measurement_0307|live_measurement_0308|live_measurement_0462","live_pheno_130|live_pheno_148","single_raw",FALSE,
"CP9059","Breast","M","resident","resident",TRUE,"South Island, New Zealand","Kaikoura, Canterbury","Kaikoura",173.662786,-42.413422,,"Ailsa observation April 26",2,2,2,2,"CP9059_2024-10-08_breast|CP9059_2024-10-08_breast feather","CP9059_2024-10-08_breast|CP9059_2024-10-08_breast feather",-18.0455411184568,12.5936658463559,4.70342211998976,3.43989854944903,0.195,0.0579827560572969,"live_measurement_0309|live_measurement_0310|live_measurement_0463","live_measurement_0309|live_measurement_0310|live_measurement_0463","live_pheno_090|live_pheno_112","single_raw",FALSE,
"CP9059","Primary","M","resident","resident",TRUE,"South Island, New Zealand","Kaikoura, Canterbury","Kaikoura",173.662786,-42.413422,,"Ailsa observation April 26",2,2,2,2,"CP9059_2024-10-08_primary|CP9059_2024-10-08_primary feather","CP9059_2024-10-08_primary|CP9059_2024-10-08_primary feather",-14.5257161476591,14.8629857208597,-26.6806306806694,3.46208283526748,0.314,0.0636396103067893,"live_measurement_0311|live_measurement_0312|live_measurement_0464","live_measurement_0311|live_measurement_0312|live_measurement_0464","live_pheno_090|live_pheno_112","single_raw",FALSE,
