"adjudicated_sample_id","source_branch","source_file","source_sheet","source_sheet_rows","source_sheet_rows_model","sample_id_raw","sample_id_base","ring","feather_type_raw","feather_type","is_repeat_assay","amount_mg","cn_mass_ratio","sex","tag_id_adjusted","tag_id_raw_examples","sampling_location_general","sampling_location_specific","sampling_site_label","status","status_bin","migratory_status_comment","longitude_capture","latitude_capture","status_known","source_phenotype_row_ids","source_phenotype_row_count","sample_identifier_examples","n_retained_assay_rows","n_model_contributing_rows","adjudication_method","assay_qc_variant_name","assay_qc_manual_review_pending","assay_qc_manual_review_reason","assay_qc_manual_review_notes","raw_normalised_d13c","raw_normalised_d15n","raw_normalised_d2h","audit_normalised_d13c","audit_normalised_d15n","audit_normalised_d2h","adjudicated_normalised_d13c","adjudicated_normalised_d15n","adjudicated_normalised_d2h","source_measurement_ids_normalised_d13c","source_measurement_ids_normalised_d15n","source_measurement_ids_normalised_d2h","source_measurement_ids_model_normalised_d13c","source_measurement_ids_model_normalised_d15n","source_measurement_ids_model_normalised_d2h","assay_qc_variant_row_action_normalised_d13c","assay_qc_variant_row_action_normalised_d15n","assay_qc_variant_row_action_normalised_d2h","assay_qc_action_normalised_d13c","assay_qc_action_normalised_d15n","assay_qc_action_normalised_d2h","assay_qc_reason_normalised_d13c","assay_qc_reason_normalised_d15n","assay_qc_reason_normalised_d2h","assay_qc_evidence_source_normalised_d13c","assay_qc_evidence_source_normalised_d15n","assay_qc_evidence_source_normalised_d2h","assay_qc_decision_ids_normalised_d13c","assay_qc_decision_ids_normalised_d15n","assay_qc_decision_ids_normalised_d2h","assay_qc_repeat_pair_detected_normalised_d13c","assay_qc_repeat_pair_detected_normalised_d15n","assay_qc_repeat_pair_detected_normalised_d2h","assay_qc_repeat_detection_sources_normalised_d13c","assay_qc_repeat_detection_sources_normalised_d15n","assay_qc_repeat_detection_sources_normalised_d2h","assay_qc_repeat_detection_pattern_normalised_d13c","assay_qc_repeat_detection_pattern_normalised_d15n","assay_qc_repeat_detection_pattern_normalised_d2h","assay_qc_repeat_resolution_status_normalised_d13c","assay_qc_repeat_resolution_status_normalised_d15n","assay_qc_repeat_resolution_status_normalised_d2h","assay_qc_contributes_to_model_value_normalised_d13c","assay_qc_contributes_to_model_value_normalised_d15n","assay_qc_contributes_to_model_value_normalised_d2h","assay_qc_model_source_rows_normalised_d13c","assay_qc_model_source_rows_normalised_d15n","assay_qc_model_source_rows_normalised_d2h","source_measurement_ids","source_measurement_ids_model"
"live_model_CP16906_2024.10.08_breast","live_batch5_h","data/Master_TCEA_H_SI_Batch 5 breast and primary feathers_LEH_v1_SB.xls","Sample results_H","79","79","CP16906_2024-10-08_breast","CP16906_2024-10-08_breast","CP16906","breast","Breast",FALSE,0.159,,"F",,,"South Island, New Zealand","Kaikoura, Canterbury","Kaikoura","resident","resident","Ailsa observation",173.681912,-42.392022,TRUE,"live_pheno_079|live_pheno_101",2,"CP16906_2024-10-08",1,1,"single_raw","inclusive",FALSE,,,,,0.256205020893907,,,0.256205020893907,,,0.256205020893907,,,"live_measurement_0385",,,"live_measurement_0385",,,"keep",,,"keep",,,,,,,,,,,,FALSE,,,,,,,,,,,,TRUE,,,"79","live_measurement_0385","live_measurement_0385"
"live_model_CP16906_2024.10.08_primary","live_batch5_h","data/Master_TCEA_H_SI_Batch 5 breast and primary feathers_LEH_v1_SB.xls","Sample results_H","80","80","CP16906_2024-10-08_primary","CP16906_2024-10-08_primary","CP16906","primary","Primary",FALSE,0.215,,"F",,,"South Island, New Zealand","Kaikoura, Canterbury","Kaikoura","resident","resident","Ailsa observation",173.681912,-42.392022,TRUE,"live_pheno_079|live_pheno_101",2,"CP16906_2024-10-08",1,1,"single_raw","inclusive",FALSE,,,,,-13.6066491723206,,,-13.6066491723206,,,-13.6066491723206,,,"live_measurement_0386",,,"live_measurement_0386",,,"keep",,,"keep",,,,,,,,,,,,FALSE,,,,,,,,,,,,TRUE,,,"80","live_measurement_0386","live_measurement_0386"
"live_model_CP16938_2024.11.04_breast","live_batch5_h","data/Master_TCEA_H_SI_Batch 5 breast and primary feathers_LEH_v1_SB.xls","Sample results_H","81","81","CP16938_2024-11-04_breast","CP16938_2024-11-04_breast","CP16938","breast","Breast",FALSE,0.187,,"M",,,"South Island, New Zealand","Rangipo Desert, Tongariro National Park","Rangipo Desert","NI migrant","migrant","Resighting at Omaha Spit, North Island on March 15",175.727142,-39.291327,TRUE,"live_pheno_036|live_pheno_043",2,"CP16938_2024-11-04",1,1,"single_raw","inclusive",FALSE,,,,,5.92872165565658,,,5.92872165565658,,,5.92872165565658,,,"live_measurement_0387",,,"live_measurement_0387",,,"keep",,,"keep",,,,,,,,,,,,FALSE,,,,,,,,,,,,TRUE,,,"81","live_measurement_0387","live_measurement_0387"
"live_model_CP16938_2024.11.04_primary","live_batch5_h","data/Master_TCEA_H_SI_Batch 5 breast and primary feathers_LEH_v1_SB.xls","Sample results_H","82","82","CP16938_2024-11-04_primary","CP16938_2024-11-04_primary","CP16938","primary","Primary",FALSE,0.182,,"M",,,"South Island, New Zealand","Rangipo Desert, Tongariro National Park","Rangipo Desert","NI migrant","migrant","Resighting at Omaha Spit, North Island on March 15",175.727142,-39.291327,TRUE,"live_pheno_036|live_pheno_043",2,"CP16938_2024-11-04",1,1,"single_raw","inclusive",FALSE,,,,,-15.7371655440715,,,-15.7371655440715,,,-15.7371655440715,,,"live_measurement_0388",,,"live_measurement_0388",,,"keep",,,"keep",,,,,,,,,,,,FALSE,,,,,,,,,,,,TRUE,,,"82","live_measurement_0388","live_measurement_0388"
"live_model_CP16945_2024.11.13_breast","live_batch5_h","data/Master_TCEA_H_SI_Batch 5 breast and primary feathers_LEH_v1_SB.xls","Sample results_H","83","83","CP16945_2024-11-13_breast","CP16945_2024-11-13_breast","CP16945","breast","Breast",FALSE,0.187,,"M",,,"South Island, New Zealand","Rangipo Desert, Tongariro National Park","Rangipo Desert","NI migrant","migrant","Resighting at Omaha Spit, North Island on Jan 12",175.702629005536,-39.379794029519,TRUE,"live_pheno_037|live_pheno_044",2,"CP16945_2024-11-13",1,1,"single_raw","inclusive",FALSE,,,,,6.53339665206986,,,6.53339665206986,,,6.53339665206986,,,"live_measurement_0389",,,"live_measurement_0389",,,"keep",,,"keep",,,,,,,,,,,,FALSE,,,,,,,,,,,,TRUE,,,"83","live_measurement_0389","live_measurement_0389"
"live_model_CP16945_2024.11.13_primary","live_batch5_h","data/Master_TCEA_H_SI_Batch 5 breast and primary feathers_LEH_v1_SB.xls","Sample results_H","84","84","CP16945_2024-11-13_primary","CP16945_2024-11-13_primary","CP16945","primary","Primary",FALSE,0.21,,"M",,,"South Island, New Zealand","Rangipo Desert, Tongariro National Park","Rangipo Desert","NI migrant","migrant","Resighting at Omaha Spit, North Island on Jan 12",175.702629005536,-39.379794029519,TRUE,"live_pheno_037|live_pheno_044",2,"CP16945_2024-11-13",1,1,"single_raw","inclusive",FALSE,,,,,-16.5460744738314,,,-16.5460744738314,,,-16.5460744738314,,,"live_measurement_0390",,,"live_measurement_0390",,,"keep",,,"keep",,,,,,,,,,,,FALSE,,,,,,,,,,,,TRUE,,,"84","live_measurement_0390","live_measurement_0390"
"live_model_CP16953_2024.11.14_breast","live_batch5_h","data/Master_TCEA_H_SI_Batch 5 breast and primary feathers_LEH_v1_SB.xls","Sample results_H","85","85","CP16953_2024-11-14_breast","CP16953_2024-11-14_breast","CP16953","breast","Breast",FALSE,0.213,,"M",,,"South Island, New Zealand","Rangipo Desert, Tongariro National Park","Rangipo Desert","NI migrant","migrant","Resighting at Karaka, North Island on July 20",175.700161037967,-39.3611319735646,TRUE,"live_pheno_038|live_pheno_045",2,"CP16953_2024-11-14",1,1,"single_raw","inclusive",FALSE,,,,,3.99308970394748,,,3.99308970394748,,,3.99308970394748,,,"live_measurement_0391",,,"live_measurement_0391",,,"keep",,,"keep",,,,,,,,,,,,FALSE,,,,,,,,,,,,TRUE,,,"85","live_measurement_0391","live_measurement_0391"
"live_model_CP16953_2024.11.14_primary","live_batch5_h","data/Master_TCEA_H_SI_Batch 5 breast and primary feathers_LEH_v1_SB.xls","Sample results_H","86","86","CP16953_2024-11-14_primary","CP16953_2024-11-14_primary","CP16953","primary","Primary",FALSE,0.177,,"M",,,"South Island, New Zealand","Rangipo Desert, Tongariro National Park","Rangipo Desert","NI migrant","migrant","Resighting at Karaka, North Island on July 20",175.700161037967,-39.3611319735646,TRUE,"live_pheno_038|live_pheno_045",2,"CP16953_2024-11-14",1,1,"single_raw","inclusive",FALSE,,,,,-22.6027586527885,,,-22.6027586527885,,,-22.6027586527885,,,"live_measurement_0392",,,"live_measurement_0392",,,"keep",,,"keep",,,,,,,,,,,,FALSE,,,,,,,,,,,,TRUE,,,"86","live_measurement_0392","live_measurement_0392"
"live_model_CP16958_2024.12.03_breast","live_batch5_h","data/Master_TCEA_H_SI_Batch 5 breast and primary feathers_LEH_v1_SB.xls","Sample results_H","87","87","CP16958_2024-12-03_breast","CP16958_2024-12-03_breast","CP16958","breast","Breast",FALSE,0.132,,"F",,,"South Island, New Zealand","Napier, Hawkes Bay","Napier","NI migrant","migrant","Resighting at Miranda, North Island on May 17",176.92653497681,-39.5726949814707,TRUE,"live_pheno_039|live_pheno_046",2,"CP16958_2024-12-03",1,1,"single_raw","inclusive",FALSE,,,,,-19.3472246308733,,,-19.3472246308733,,,-19.3472246308733,,,"live_measurement_0393",,,"live_measurement_0393",,,"keep",,,"keep",,,,,,,,,,,,FALSE,,,,,,,,,,,,TRUE,,,"87","live_measurement_0393","live_measurement_0393"
"live_model_CP16958_2024.12.03_primary","live_batch5_h","data/Master_TCEA_H_SI_Batch 5 breast and primary feathers_LEH_v1_SB.xls","Sample results_H","88","88","CP16958_2024-12-03_primary","CP16958_2024-12-03_primary","CP16958","primary","Primary",FALSE,0.211,,"F",,,"South Island, New Zealand","Napier, Hawkes Bay","Napier","NI migrant","migrant","Resighting at Miranda, North Island on May 17",176.92653497681,-39.5726949814707,TRUE,"live_pheno_039|live_pheno_046",2,"CP16958_2024-12-03",1,1,"single_raw","inclusive",FALSE,,,,,-35.7726947877325,,,-35.7726947877325,,,-35.7726947877325,,,"live_measurement_0394",,,"live_measurement_0394",,,"keep",,,"keep",,,,,,,,,,,,FALSE,,,,,,,,,,,,TRUE,,,"88","live_measurement_0394","live_measurement_0394"
"live_model_CP16961_2024.12.04_breast","live_batch5_h","data/Master_TCEA_H_SI_Batch 5 breast and primary feathers_LEH_v1_SB.xls","Sample results_H","89","89","CP16961_2024-12-04_breast","CP16961_2024-12-04_breast","CP16961","breast","Breast",FALSE,0.164,,"M",,,"South Island, New Zealand","Napier, Hawkes Bay","Napier","unknown","unknown",,176.893405001611,-39.485479015857,FALSE,"live_pheno_120|live_pheno_138",2,"CP16961_2024-12-04",1,1,"single_raw","inclusive",FALSE,,,,,-8.34791957347197,,,-8.34791957347197,,,-8.34791957347197,,,"live_measurement_0395",,,"live_measurement_0395",,,"keep",,,"keep",,,,,,,,,,,,FALSE,,,,,,,,,,,,TRUE,,,"89","live_measurement_0395","live_measurement_0395"
"live_model_CP16961_2024.12.04_primary","live_batch5_h","data/Master_TCEA_H_SI_Batch 5 breast and primary feathers_LEH_v1_SB.xls","Sample results_H","90","90","CP16961_2024-12-04_primary","CP16961_2024-12-04_primary","CP16961","primary","Primary",FALSE,0.221,,"M",,,"South Island, New Zealand","Napier, Hawkes Bay","Napier","unknown","unknown",,176.893405001611,-39.485479015857,FALSE,"live_pheno_120|live_pheno_138",2,"CP16961_2024-12-04",1,1,"single_raw","inclusive",FALSE,,,,,-8.28306453294192,,,-8.28306453294192,,,-8.28306453294192,,,"live_measurement_0396",,,"live_measurement_0396",,,"keep",,,"keep",,,,,,,,,,,,FALSE,,,,,,,,,,,,TRUE,,,"90","live_measurement_0396","live_measurement_0396"
"live_model_CP16962_2024.12.04_breast","live_batch5_h","data/Master_TCEA_H_SI_Batch 5 breast and primary feathers_LEH_v1_SB.xls","Sample results_H","91","91","CP16962_2024-12-04_breast","CP16962_2024-12-04_breast","CP16962","breast","Breast",FALSE,0.256,,"F",,,"South Island, New Zealand","Napier, Hawkes Bay","Napier","unknown","unknown",,176.893405001611,-39.485479015857,FALSE,"live_pheno_121|live_pheno_139",2,"CP16962_2024-12-04",1,1,"single_raw","inclusive",FALSE,,,,,-8.81429440605852,,,-8.81429440605852,,,-8.81429440605852,,,"live_measurement_0397",,,"live_measurement_0397",,,"keep",,,"keep",,,,,,,,,,,,FALSE,,,,,,,,,,,,TRUE,,,"91","live_measurement_0397","live_measurement_0397"
"live_model_CP16962_2024.12.04_primary","live_batch5_h","data/Master_TCEA_H_SI_Batch 5 breast and primary feathers_LEH_v1_SB.xls","Sample results_H","92","92","CP16962_2024-12-04_primary","CP16962_2024-12-04_primary","CP16962","primary","Primary",FALSE,0.188,,"F",,,"South Island, New Zealand","Napier, Hawkes Bay","Napier","unknown","unknown",,176.893405001611,-39.485479015857,FALSE,"live_pheno_121|live_pheno_139",2,"CP16962_2024-12-04",1,1,"single_raw","inclusive",FALSE,,,,,-11.9012511952649,,,-11.9012511952649,,,-11.9012511952649,,,"live_measurement_0398",,,"live_measurement_0398",,,"keep",,,"keep",,,,,,,,,,,,FALSE,,,,,,,,,,,,TRUE,,,"92","live_measurement_0398","live_measurement_0398"
"live_model_CP16990_2024.10.31_breast","live_batch5_h","data/Master_TCEA_H_SI_Batch 5 breast and primary feathers_LEH_v1_SB.xls","Sample results_H","93","93","CP16990_2024-10-31_breast","CP16990_2024-10-31_breast","CP16990","breast","Breast",FALSE,0.16,,"M",,,"South Island, New Zealand","Napier, Hawkes Bay","Napier","NI migrant","migrant","Resighting at Kaipara Harbour, North Island on Feb 24",176.930825,-39.575394,TRUE,"live_pheno_040|live_pheno_047",2,"CP16990_2024-10-31",1,1,"single_raw","inclusive",FALSE,,,,,-3.16996835110101,,,-3.16996835110101,,,-3.16996835110101,,,"live_measurement_0399",,,"live_measurement_0399",,,"keep",,,"keep",,,,,,,,,,,,FALSE,,,,,,,,,,,,TRUE,,,"93","live_measurement_0399","live_measurement_0399"
"live_model_CP16990_2024.10.31_primary","live_batch5_h","data/Master_TCEA_H_SI_Batch 5 breast and primary feathers_LEH_v1_SB.xls","Sample results_H","94","94","CP16990_2024-10-31_primary","CP16990_2024-10-31_primary","CP16990","primary","Primary",FALSE,0.153,,"M",,,"South Island, New Zealand","Napier, Hawkes Bay","Napier","NI migrant","migrant","Resighting at Kaipara Harbour, North Island on Feb 24",176.930825,-39.575394,TRUE,"live_pheno_040|live_pheno_047",2,"CP16990_2024-10-31",1,1,"single_raw","inclusive",FALSE,,,,,-11.1621856176019,,,-11.1621856176019,,,-11.1621856176019,,,"live_measurement_0400",,,"live_measurement_0400",,,"keep",,,"keep",,,,,,,,,,,,FALSE,,,,,,,,,,,,TRUE,,,"94","live_measurement_0400","live_measurement_0400"
"live_model_CP17010_2024.10.16_breast","live_batch5_h","data/Master_TCEA_H_SI_Batch 5 breast and primary feathers_LEH_v1_SB.xls","Sample results_H","95","95","CP17010_2024-10-16_breast","CP17010_2024-10-16_breast","CP17010","breast","Breast",FALSE,0.195,,"M","266397","266397","South Island, New Zealand","Tiwai Point, Canterbury","Tiwai Point","resident","resident","PTT revealed that the bird remained at the Awarua Bay / Tiwai Point the full year",168.425144,-46.604315,TRUE,"live_pheno_080|live_pheno_102",2,"CP17010_2024-10-16",1,1,"single_raw","inclusive",FALSE,,,,,-10.8621226749196,,,-10.8621226749196,,,-10.8621226749196,,,"live_measurement_0401",,,"live_measurement_0401",,,"keep",,,"keep",,,,,,,,,,,,FALSE,,,,,,,,,,,,TRUE,,,"95","live_measurement_0401","live_measurement_0401"
"live_model_CP17010_2024.10.16_primary","live_batch5_h","data/Master_TCEA_H_SI_Batch 5 breast and primary feathers_LEH_v1_SB.xls","Sample results_H","96","96","CP17010_2024-10-16_primary","CP17010_2024-10-16_primary","CP17010","primary","Primary",FALSE,0.241,,"M","266397","266397","South Island, New Zealand","Tiwai Point, Canterbury","Tiwai Point","resident","resident","PTT revealed that the bird remained at the Awarua Bay / Tiwai Point the full year",168.425144,-46.604315,TRUE,"live_pheno_080|live_pheno_102",2,"CP17010_2024-10-16",1,1,"single_raw","inclusive",FALSE,,,,,-12.0894925276413,,,-12.0894925276413,,,-12.0894925276413,,,"live_measurement_0402",,,"live_measurement_0402",,,"keep",,,"keep",,,,,,,,,,,,FALSE,,,,,,,,,,,,TRUE,,,"96","live_measurement_0402","live_measurement_0402"
"live_model_CP17011_2024.10.16_breast","live_batch5_h","data/Master_TCEA_H_SI_Batch 5 breast and primary feathers_LEH_v1_SB.xls","Sample results_H","97","97","CP17011_2024-10-16_breast","CP17011_2024-10-16_breast","CP17011","breast","Breast",FALSE,0.184,,"F","266413","266413","South Island, New Zealand","Tiwai Point, Canterbury","Tiwai Point","SI migrant","migrant","PTT revealed that the bird left the breeding grounds at Tiwai Point in early Dec and went to Toetoe Harbour near the Mataura River Mouth where it stayed until June, when it returned to Tiwai Point / Awarua Bay",168.425144,-46.604315,TRUE,"live_pheno_053|live_pheno_063",2,"CP17011_2024-10-16",1,1,"single_raw","inclusive",FALSE,,,,,-13.8562071586242,,,-13.8562071586242,,,-13.8562071586242,,,"live_measurement_0403",,,"live_measurement_0403",,,"keep",,,"keep",,,,,,,,,,,,FALSE,,,,,,,,,,,,TRUE,,,"97","live_measurement_0403","live_measurement_0403"
"live_model_CP17011_2024.10.16_primary","live_batch5_h","data/Master_TCEA_H_SI_Batch 5 breast and primary feathers_LEH_v1_SB.xls","Sample results_H","98","98","CP17011_2024-10-16_primary","CP17011_2024-10-16_primary","CP17011","primary","Primary",FALSE,0.169,,"F","266413","266413","South Island, New Zealand","Tiwai Point, Canterbury","Tiwai Point","SI migrant","migrant","PTT revealed that the bird left the breeding grounds at Tiwai Point in early Dec and went to Toetoe Harbour near the Mataura River Mouth where it stayed until June, when it returned to Tiwai Point / Awarua Bay",168.425144,-46.604315,TRUE,"live_pheno_053|live_pheno_063",2,"CP17011_2024-10-16",1,1,"single_raw","inclusive",FALSE,,,,,-25.8318358866134,,,-25.8318358866134,,,-25.8318358866134,,,"live_measurement_0404",,,"live_measurement_0404",,,"keep",,,"keep",,,,,,,,,,,,FALSE,,,,,,,,,,,,TRUE,,,"98","live_measurement_0404","live_measurement_0404"
"live_model_CP19307_2024.10.12_breast","live_batch5_h","data/Master_TCEA_H_SI_Batch 5 breast and primary feathers_LEH_v1_SB.xls","Sample results_H","99","99","CP19307_2024-10-12_breast","CP19307_2024-10-12_breast","CP19307","breast","Breast",FALSE,0.207,,"M",,,"South Island, New Zealand","Cass River, Canterbury","Cass River","unknown","unknown",,170.477445,-43.873901,FALSE,"live_pheno_122|live_pheno_140",2,"CP19307_2024-10-12",1,1,"single_raw","inclusive",FALSE,,,,,-1.28331082248131,,,-1.28331082248131,,,-1.28331082248131,,,"live_measurement_0405",,,"live_measurement_0405",,,"keep",,,"keep",,,,,,,,,,,,FALSE,,,,,,,,,,,,TRUE,,,"99","live_measurement_0405","live_measurement_0405"
"live_model_CP19307_2024.10.12_primary","live_batch5_h","data/Master_TCEA_H_SI_Batch 5 breast and primary feathers_LEH_v1_SB.xls","Sample results_H","100","100","CP19307_2024-10-12_primary","CP19307_2024-10-12_primary","CP19307","primary","Primary",FALSE,0.195,,"M",,,"South Island, New Zealand","Cass River, Canterbury","Cass River","unknown","unknown",,170.477445,-43.873901,FALSE,"live_pheno_122|live_pheno_140",2,"CP19307_2024-10-12",1,1,"single_raw","inclusive",FALSE,,,,,-21.2580920061684,,,-21.2580920061684,,,-21.2580920061684,,,"live_measurement_0406",,,"live_measurement_0406",,,"keep",,,"keep",,,,,,,,,,,,FALSE,,,,,,,,,,,,TRUE,,,"100","live_measurement_0406","live_measurement_0406"
"live_model_CP19308_2024.10.12_breast","live_batch5_h","data/Master_TCEA_H_SI_Batch 5 breast and primary feathers_LEH_v1_SB.xls","Sample results_H","101","101","CP19308_2024-10-12_breast","CP19308_2024-10-12_breast","CP19308","breast","Breast",FALSE,0.199,,"M",,,"South Island, New Zealand","Cass River, Canterbury","Cass River","unknown","unknown",,170.477445,-43.873901,FALSE,"live_pheno_123|live_pheno_141",2,"CP19308_2024-10-12",1,1,"single_raw","inclusive",FALSE,,,,,-15.8191556576536,,,-15.8191556576536,,,-15.8191556576536,,,"live_measurement_0407",,,"live_measurement_0407",,,"keep",,,"keep",,,,,,,,,,,,FALSE,,,,,,,,,,,,TRUE,,,"101","live_measurement_0407","live_measurement_0407"
"live_model_CP19308_2024.10.12_primary","live_batch5_h","data/Master_TCEA_H_SI_Batch 5 breast and primary feathers_LEH_v1_SB.xls","Sample results_H","102","102","CP19308_2024-10-12_primary","CP19308_2024-10-12_primary","CP19308","primary","Primary",FALSE,0.246,,"M",,,"South Island, New Zealand","Cass River, Canterbury","Cass River","unknown","unknown",,170.477445,-43.873901,FALSE,"live_pheno_123|live_pheno_141",2,"CP19308_2024-10-12",1,1,"single_raw","inclusive",FALSE,,,,,-55.1984919659272,,,-55.1984919659272,,,-55.1984919659272,,,"live_measurement_0408",,,"live_measurement_0408",,,"keep",,,"keep",,,,,,,,,,,,FALSE,,,,,,,,,,,,TRUE,,,"102","live_measurement_0408","live_measurement_0408"
"live_model_CP19311_2024.10.11_breast","live_batch5_h","data/Master_TCEA_H_SI_Batch 5 breast and primary feathers_LEH_v1_SB.xls","Sample results_H","103","103","CP19311_2024-10-11_breast","CP19311_2024-10-11_breast","CP19311","breast","Breast",FALSE,0.243,,"M","266375","266375","South Island, New Zealand","Tasman River, Mt. Cook National Park","Tasman River","SI migrant","migrant","PTT revealed that the bird left the breeding grounds at Tasman Valley and flew to the Hunter River Mouth (Lake Hawea) in mid-Feb and wintered there until early Aug before returning to the Tasman Valley (Glentanner to stage for a couple weeks, then to breeding site)",170.146284,-43.725414,TRUE,"live_pheno_054|live_pheno_064",2,"CP19311_2024-10-11",1,1,"single_raw","inclusive",FALSE,,,,,-67.5925063450784,,,-67.5925063450784,,,-67.5925063450784,,,"live_measurement_0409",,,"live_measurement_0409",,,"keep",,,"keep",,,,,,,,,,,,FALSE,,,,,,,,,,,,TRUE,,,"103","live_measurement_0409","live_measurement_0409"
"live_model_CP19311_2024.10.11_primary","live_batch5_h","data/Master_TCEA_H_SI_Batch 5 breast and primary feathers_LEH_v1_SB.xls","Sample results_H","104","104","CP19311_2024-10-11_primary","CP19311_2024-10-11_primary","CP19311","primary","Primary",FALSE,0.18,,"M","266375","266375","South Island, New Zealand","Tasman River, Mt. Cook National Park","Tasman River","SI migrant","migrant","PTT revealed that the bird left the breeding grounds at Tasman Valley and flew to the Hunter River Mouth (Lake Hawea) in mid-Feb and wintered there until early Aug before returning to the Tasman Valley (Glentanner to stage for a couple weeks, then to breeding site)",170.146284,-43.725414,TRUE,"live_pheno_054|live_pheno_064",2,"CP19311_2024-10-11",1,1,"single_raw","inclusive",FALSE,,,,,-30.7820163099934,,,-30.7820163099934,,,-30.7820163099934,,,"live_measurement_0410",,,"live_measurement_0410",,,"keep",,,"keep",,,,,,,,,,,,FALSE,,,,,,,,,,,,TRUE,,,"104","live_measurement_0410","live_measurement_0410"
"live_model_CP19312_2024.10.11_breast","live_batch5_h","data/Master_TCEA_H_SI_Batch 5 breast and primary feathers_LEH_v1_SB.xls","Sample results_H","105","105","CP19312_2024-10-11_breast","CP19312_2024-10-11_breast","CP19312","breast","Breast",FALSE,0.154,,"F","266441","266441","South Island, New Zealand","Tasman River, Mt. Cook National Park","Tasman River","AU migrant","migrant","PTT revealed this bird migrating to west of Lake Martin, inland Victoria (arrival: July 2) BUT left Tasman Valley breeding grounds in early Dec to stay at Awarua Bay until mid May when it flew to AU",170.145122,-43.729755,TRUE,"live_pheno_012|live_pheno_029",2,"CP19312_2024-10-11",1,1,"single_raw","inclusive",FALSE,,,,,-5.76406501795435,,,-5.76406501795435,,,-5.76406501795435,,,"live_measurement_0411",,,"live_measurement_0411",,,"keep",,,"keep",,,,,,,,,,,,FALSE,,,,,,,,,,,,TRUE,,,"105","live_measurement_0411","live_measurement_0411"
"live_model_CP19312_2024.10.11_primary","live_batch5_h","data/Master_TCEA_H_SI_Batch 5 breast and primary feathers_LEH_v1_SB.xls","Sample results_H","106","106","CP19312_2024-10-11_primary","CP19312_2024-10-11_primary","CP19312","primary","Primary",FALSE,0.168,,"F","266441","266441","South Island, New Zealand","Tasman River, Mt. Cook National Park","Tasman River","AU migrant","migrant","PTT revealed this bird migrating to west of Lake Martin, inland Victoria (arrival: July 2) BUT left Tasman Valley breeding grounds in early Dec to stay at Awarua Bay until mid May when it flew to AU",170.145122,-43.729755,TRUE,"live_pheno_012|live_pheno_029",2,"CP19312_2024-10-11",1,1,"single_raw","inclusive",FALSE,,,,,-6.65958180830863,,,-6.65958180830863,,,-6.65958180830863,,,"live_measurement_0412",,,"live_measurement_0412",,,"keep",,,"keep",,,,,,,,,,,,FALSE,,,,,,,,,,,,TRUE,,,"106","live_measurement_0412","live_measurement_0412"
"live_model_CP19314_2024.10.10_breast","live_batch5_h","data/Master_TCEA_H_SI_Batch 5 breast and primary feathers_LEH_v1_SB.xls","Sample results_H","107","107","CP19314_2024-10-10_breast","CP19314_2024-10-10_breast","CP19314","breast","Breast",FALSE,0.172,,"M","266442","266442","South Island, New Zealand","Tasman River, Mt. Cook National Park","Tasman River","AU migrant","migrant","PTT revealed this bird migrating to the Great Musselroe River, Inland NE Tasmania (arrival: April 24)",170.144119,-43.736765,TRUE,"live_pheno_013|live_pheno_030",2,"CP19314_2024-10-10",1,1,"single_raw","inclusive",FALSE,,,,,-4.50714443967175,,,-4.50714443967175,,,-4.50714443967175,,,"live_measurement_0413",,,"live_measurement_0413",,,"keep",,,"keep",,,,,,,,,,,,FALSE,,,,,,,,,,,,TRUE,,,"107","live_measurement_0413","live_measurement_0413"
"live_model_CP19314_2024.10.10_primary","live_batch5_h","data/Master_TCEA_H_SI_Batch 5 breast and primary feathers_LEH_v1_SB.xls","Sample results_H","108","108","CP19314_2024-10-10_primary","CP19314_2024-10-10_primary","CP19314","primary","Primary",FALSE,0.202,,"M","266442","266442","South Island, New Zealand","Tasman River, Mt. Cook National Park","Tasman River","AU migrant","migrant","PTT revealed this bird migrating to the Great Musselroe River, Inland NE Tasmania (arrival: April 24)",170.144119,-43.736765,TRUE,"live_pheno_013|live_pheno_030",2,"CP19314_2024-10-10",1,1,"single_raw","inclusive",FALSE,,,,,-21.4992239248411,,,-21.4992239248411,,,-21.4992239248411,,,"live_measurement_0414",,,"live_measurement_0414",,,"keep",,,"keep",,,,,,,,,,,,FALSE,,,,,,,,,,,,TRUE,,,"108","live_measurement_0414","live_measurement_0414"
"live_model_CP19327_2024.10.04_breast","live_batch5_h","data/Master_TCEA_H_SI_Batch 5 breast and primary feathers_LEH_v1_SB.xls","Sample results_H","109","109","CP19327_2024-10-04_breast","CP19327_2024-10-04_breast","CP19327","breast","Breast",FALSE,0.242,,"M","266421","266421","South Island, New Zealand","Porters Beach, Abel Tasman National Park","Porters Beach","SI migrant","migrant","PTT revealed that the bird left the breeding grounds at Porter's Beach in late February and wintered at the Waimea Inlet until early August",173.011575,-40.993306,TRUE,"live_pheno_055|live_pheno_065",2,"CP19327_2024-10-04",1,1,"single_raw","inclusive",FALSE,,,,,-10.4885647577129,,,-10.4885647577129,,,-10.4885647577129,,,"live_measurement_0415",,,"live_measurement_0415",,,"keep",,,"keep",,,,,,,,,,,,FALSE,,,,,,,,,,,,TRUE,,,"109","live_measurement_0415","live_measurement_0415"
