"adjudicated_sample_id","source_branch","source_file","source_sheet","source_sheet_rows","source_sheet_rows_model","sample_id_raw","sample_id_base","ring","feather_type_raw","feather_type","is_repeat_assay","amount_mg","cn_mass_ratio","sex","tag_id_adjusted","tag_id_raw_examples","status","status_bin","migratory_status_comment","longitude_capture","latitude_capture","status_known","source_phenotype_row_ids","source_phenotype_row_count","sample_identifier_examples","n_retained_assay_rows","n_model_contributing_rows","adjudication_method","assay_qc_variant_name","assay_qc_manual_review_pending","assay_qc_manual_review_reason","assay_qc_manual_review_notes","raw_normalised_d13c","raw_normalised_d15n","audit_normalised_d13c","audit_normalised_d15n","adjudicated_normalised_d13c","adjudicated_normalised_d15n","source_measurement_ids_normalised_d13c","source_measurement_ids_normalised_d15n","source_measurement_ids_model_normalised_d13c","source_measurement_ids_model_normalised_d15n","assay_qc_variant_row_action_normalised_d13c","assay_qc_variant_row_action_normalised_d15n","assay_qc_action_normalised_d13c","assay_qc_action_normalised_d15n","assay_qc_reason_normalised_d13c","assay_qc_reason_normalised_d15n","assay_qc_evidence_source_normalised_d13c","assay_qc_evidence_source_normalised_d15n","assay_qc_decision_ids_normalised_d13c","assay_qc_decision_ids_normalised_d15n","assay_qc_repeat_pair_detected_normalised_d13c","assay_qc_repeat_pair_detected_normalised_d15n","assay_qc_repeat_detection_sources_normalised_d13c","assay_qc_repeat_detection_sources_normalised_d15n","assay_qc_repeat_detection_pattern_normalised_d13c","assay_qc_repeat_detection_pattern_normalised_d15n","assay_qc_repeat_resolution_status_normalised_d13c","assay_qc_repeat_resolution_status_normalised_d15n","assay_qc_contributes_to_model_value_normalised_d13c","assay_qc_contributes_to_model_value_normalised_d15n","assay_qc_model_source_rows_normalised_d13c","assay_qc_model_source_rows_normalised_d15n","source_measurement_ids"
"live_model_CP19940_2025.01.09_breast.feather","live_batch5_cn","data/Master_EA_C_N_SI_Batch 5 Breast and Primary Feathers_LEH_Repeats added_April25_v1_SB_v2.xls","Sample results_C&N","158","158","CP19940_2025-01-09_breast feather","CP19940_2025-01-09_breast feather","CP19940","breast","Breast",FALSE,0.263,3.31966718299926,"F",,,"unknown","unknown",,169.180542994291,-44.8818409815431,FALSE,"live_pheno_128|live_pheno_146",2,"CP19940_2025-01-09",1,1,"single_raw","sensitivity",FALSE,,,-23.8758826530357,11.0042313733976,-23.8758826530357,11.0042313733976,-23.8758826530357,11.0042313733976,"live_measurement_0294","live_measurement_0293","live_measurement_0294","live_measurement_0293","include","include","keep","keep",,,,,,,FALSE,FALSE,,,,,,,TRUE,TRUE,"158","158","live_measurement_0293|live_measurement_0294"
"live_model_CP19940_2025.01.09_primary.feather","live_batch5_cn","data/Master_EA_C_N_SI_Batch 5 Breast and Primary Feathers_LEH_Repeats added_April25_v1_SB_v2.xls","Sample results_C&N","159","159","CP19940_2025-01-09_primary feather","CP19940_2025-01-09_primary feather","CP19940","primary","Primary",FALSE,0.292,3.2854948848685,"F",,,"unknown","unknown",,169.180542994291,-44.8818409815431,FALSE,"live_pheno_128|live_pheno_146",2,"CP19940_2025-01-09",1,1,"single_raw","sensitivity",FALSE,,,-22.561504843906,6.74584200568185,-22.561504843906,6.74584200568185,-22.561504843906,6.74584200568185,"live_measurement_0296","live_measurement_0295","live_measurement_0296","live_measurement_0295","include","include","keep","keep",,,,,,,FALSE,FALSE,,,,,,,TRUE,TRUE,"159","159","live_measurement_0295|live_measurement_0296"
"live_model_CP19941_2025.01.09_breast.feather","live_batch5_cn","data/Master_EA_C_N_SI_Batch 5 Breast and Primary Feathers_LEH_Repeats added_April25_v1_SB_v2.xls","Sample results_C&N","160","160","CP19941_2025-01-09_breast feather","CP19941_2025-01-09_breast feather","CP19941","breast","Breast",FALSE,0.275,3.38425053020226,"M",,,"unknown","unknown",,169.180542994291,-44.8818409815431,FALSE,"live_pheno_129|live_pheno_147",2,"CP19941_2025-01-09",1,1,"single_raw","sensitivity",FALSE,,,-22.2553551589647,11.5910886370008,-22.2553551589647,11.5910886370008,-22.2553551589647,11.5910886370008,"live_measurement_0298","live_measurement_0297","live_measurement_0298","live_measurement_0297","include","include","keep","keep",,,,,,,FALSE,FALSE,,,,,,,TRUE,TRUE,"160","160","live_measurement_0297|live_measurement_0298"
"live_model_CP19941_2025.01.09_primary.feather","live_batch5_cn","data/Master_EA_C_N_SI_Batch 5 Breast and Primary Feathers_LEH_Repeats added_April25_v1_SB_v2.xls","Sample results_C&N","161","161","CP19941_2025-01-09_primary feather","CP19941_2025-01-09_primary feather","CP19941","primary","Primary",FALSE,0.215,3.46568767631065,"M",,,"unknown","unknown",,169.180542994291,-44.8818409815431,FALSE,"live_pheno_129|live_pheno_147",2,"CP19941_2025-01-09",1,1,"single_raw","sensitivity",FALSE,,,-22.8625690922693,7.21022801655891,-22.8625690922693,7.21022801655891,-22.8625690922693,7.21022801655891,"live_measurement_0300","live_measurement_0299","live_measurement_0300","live_measurement_0299","include","include","keep","keep",,,,,,,FALSE,FALSE,,,,,,,TRUE,TRUE,"161","161","live_measurement_0299|live_measurement_0300"
"live_model_CP19983_2024.10.14_breast.feather","live_batch5_cn","data/Master_EA_C_N_SI_Batch 5 Breast and Primary Feathers_LEH_Repeats added_April25_v1_SB_v2.xls","Sample results_C&N","162","162","CP19983_2024-10-14_breast feather","CP19983_2024-10-14_breast feather","CP19983","breast","Breast",FALSE,0.355,3.40002722133965,"F",,,"resident","resident","Resighting at Upukeroa River on Feb 26 (potential resident)",167.744617,-45.414383,TRUE,"live_pheno_089|live_pheno_111",2,"CP19983_2024-10-14",1,1,"single_raw","sensitivity",FALSE,,,-19.0124766576055,12.5227059718829,-19.0124766576055,12.5227059718829,-19.0124766576055,12.5227059718829,"live_measurement_0302","live_measurement_0301","live_measurement_0302","live_measurement_0301","include","include","keep","keep",,,,,,,FALSE,FALSE,,,,,,,TRUE,TRUE,"162","162","live_measurement_0301|live_measurement_0302"
"live_model_CP19983_2024.10.14_pimary.feather","live_batch5_cn","data/Master_EA_C_N_SI_Batch 5 Breast and Primary Feathers_LEH_Repeats added_April25_v1_SB_v2.xls","Sample results_C&N","163","163","CP19983_2024-10-14_pimary feather","CP19983_2024-10-14_pimary feather","CP19983","pimary","Primary",FALSE,0.209,3.46013659586787,"F",,,"resident","resident","Resighting at Upukeroa River on Feb 26 (potential resident)",167.744617,-45.414383,TRUE,"live_pheno_089|live_pheno_111",2,"CP19983_2024-10-14",1,1,"single_raw","sensitivity",FALSE,,,-24.6408048694008,8.73732406776946,-24.6408048694008,8.73732406776946,-24.6408048694008,8.73732406776946,"live_measurement_0304","live_measurement_0303","live_measurement_0304","live_measurement_0303","include","include","keep","keep",,,,,,,FALSE,FALSE,,,,,,,TRUE,TRUE,"163","163","live_measurement_0303|live_measurement_0304"
"live_model_CP19984_2024.10.14_breast.feather","live_batch5_cn","data/Master_EA_C_N_SI_Batch 5 Breast and Primary Feathers_LEH_Repeats added_April25_v1_SB_v2.xls","Sample results_C&N","164","164","CP19984_2024-10-14_breast feather","CP19984_2024-10-14_breast feather","CP19984","breast","Breast",FALSE,0.213,3.4439054307907,"M",,,"unknown","unknown",,167.745905,-45.414044,FALSE,"live_pheno_130|live_pheno_148",2,"CP19984_2024-10-14",1,1,"single_raw","sensitivity",FALSE,,,-24.660872320748,7.64021506366729,-24.660872320748,7.64021506366729,-24.660872320748,7.64021506366729,"live_measurement_0306","live_measurement_0305","live_measurement_0306","live_measurement_0305","include","include","keep","keep",,,,,,,FALSE,FALSE,,,,,,,TRUE,TRUE,"164","164","live_measurement_0305|live_measurement_0306"
"live_model_CP19984_2024.10.14_primary.feather","live_batch5_cn","data/Master_EA_C_N_SI_Batch 5 Breast and Primary Feathers_LEH_Repeats added_April25_v1_SB_v2.xls","Sample results_C&N","165","165","CP19984_2024-10-14_primary feather","CP19984_2024-10-14_primary feather","CP19984","primary","Primary",FALSE,0.21,3.54321626881052,"M",,,"unknown","unknown",,167.745905,-45.414044,FALSE,"live_pheno_130|live_pheno_148",2,"CP19984_2024-10-14",1,1,"single_raw","sensitivity",FALSE,,,-23.70763148564,8.11924139864621,-23.70763148564,8.11924139864621,-23.70763148564,8.11924139864621,"live_measurement_0308","live_measurement_0307","live_measurement_0308","live_measurement_0307","include","include","keep","keep",,,,,,,FALSE,FALSE,,,,,,,TRUE,TRUE,"165","165","live_measurement_0307|live_measurement_0308"
"live_model_CP9059_2024.10.08_breast.feather","live_batch5_cn","data/Master_EA_C_N_SI_Batch 5 Breast and Primary Feathers_LEH_Repeats added_April25_v1_SB_v2.xls","Sample results_C&N","166","166","CP9059_2024-10-08_breast feather","CP9059_2024-10-08_breast feather","CP9059","breast","Breast",FALSE,0.236,3.43989854944903,"M",,,"resident","resident","Ailsa observation April 26",173.662786,-42.413422,TRUE,"live_pheno_090|live_pheno_112",2,"CP9059_2024-10-08",1,1,"single_raw","sensitivity",FALSE,,,-18.0455411184568,12.5936658463559,-18.0455411184568,12.5936658463559,-18.0455411184568,12.5936658463559,"live_measurement_0310","live_measurement_0309","live_measurement_0310","live_measurement_0309","include","include","keep","keep",,,,,,,FALSE,FALSE,,,,,,,TRUE,TRUE,"166","166","live_measurement_0309|live_measurement_0310"
"live_model_CP9059_2024.10.08_primary.feather","live_batch5_cn","data/Master_EA_C_N_SI_Batch 5 Breast and Primary Feathers_LEH_Repeats added_April25_v1_SB_v2.xls","Sample results_C&N","167","167","CP9059_2024-10-08_primary feather","CP9059_2024-10-08_primary feather","CP9059","primary","Primary",FALSE,0.269,3.46208283526748,"M",,,"resident","resident","Ailsa observation April 26",173.662786,-42.413422,TRUE,"live_pheno_090|live_pheno_112",2,"CP9059_2024-10-08",1,1,"single_raw","sensitivity",FALSE,,,-14.5257161476591,14.8629857208597,-14.5257161476591,14.8629857208597,-14.5257161476591,14.8629857208597,"live_measurement_0312","live_measurement_0311","live_measurement_0312","live_measurement_0311","include","include","keep","keep",,,,,,,FALSE,FALSE,,,,,,,TRUE,TRUE,"167","167","live_measurement_0311|live_measurement_0312"
